년도	가수	제목	남녀	장르	최고순위	작사가	작곡가	소속사	가사
20100826	포맨	U	Male	발라드	31	이트라이브	이트라이브	YWHO Enterprise	시간이 멈춘 것 같아 내 두 볼을 꼬집어 심장이 멈춘 것 같아 내 입술을 깨물고 사랑에 빠진 것 같아 어쩔 줄을 모르고 마법에 빠진 것 같아 나는 숨을 쉴 수 없어 가슴이 터질 것만 같아 Luving U Luving U 널 사랑하다 너만 사랑하다 늙고 지쳐 쓰러져 버려도 Oh 난 Only U Only U Oh 다 주고만 싶은 내겐 오직 한 사람 Luving U 이제야 알 것만 같아 사랑이 뭔지 Ah 내 맘에 올 것만 같아 널 기다리고 있어 사진을 바라보다가 또 몰래 입을 맞추고 밤하늘 바라보다가 저 별을 따다 주고 싶어 네게로 달려가고 있어 Luving U Luving U 널 사랑하다 너만 사랑하다 늙고 지쳐 쓰러져 버려도 Oh 난 Only U Only U Oh 다 주고만 싶은 내겐 오직 한 사람 Luving U 쫓고 쫓아 너만을 쫓아 찾고 찾아 너만을 찾아 너를 찾아 달려가 또 다시 Luving U Luving U 넌 누구보다 세상 누구보다 아름다워 너무나 눈부셔 Oh 난 Cause U Because U 난 누구보다 너무 행복하다 니가 있어 소리쳐 부른다 불러 Only U Only U 나 이렇게 고백해 제발 나를 받아줘 Luving U 
20100729	DJ DOC	오늘밤 (Feat. 아이비)	Male	랩/힙합	33	이하늘	이하늘, PEEJAY	쇼글로브	나 오늘밤 사랑스런 그대가 더 달콤한 꿈을 꾸게 해줄래 나 오늘밤 사랑스런 그대가 더 달콤한 꿈을 꾸게 해줄래 OK 너를 처음 본 순간부터 내 마음은 떨렸어 차가운 너의 눈빛이 나를 얼렸어 그런 날 감추려 애써 노력했어 왠지 조금 창피하기도 했어 Yo 조금 더 너와 애기하고 싶어 넌 이뻐 이뻐 매력 있어 이대로 널 보내고 후회하기 싫어 오늘밤은 이 밤은 너와 같이 있고 싶어 너를 절대 쉽게 쉽게 보지 않아 이 밤은 더 깊게 깊게 빠지잖아 오늘은 널 절대 절대 놓치고 싶지 않아 참지마 너도 나를 원하잖아 Hold up 너는 지금 너무 생각이 많아 내 애길 들어 이제 눈을 가만히 감아 너에게 너무 많은 것을 원하지 않아 걱정 마 해가 떠도 널 두고 떠나지 않아 나 오늘밤 사랑스런 그대가 더 달콤한 꿈을 꾸게 해줄래 나 오늘밤 사랑스런 그대가 더 달콤한 꿈을 꾸게 해줄래 너와 있으면 총알처럼 빨라 시간은 이 순간은 다시 오지 않아 이 밤은 우린 제법 어울려 실과 바늘 원해 너만을 이 밤을 너와 있으면 총알처럼 빨라 시간은 이 순간은 다시 오지 않아 이 밤은 우린 제법 어울려 실과 바늘 원해 너만을 이 밤을 함께할래 옆에 누가 있다면 몰래 그런 건 상관 안해 I don't care 널 귀찮게 안 할 테니까 걱정 안해도 돼 나 묻지도 따지지도 않아 I don't care 아직 준비가 안됐어 그 말만은 차마 손길을 느끼며 살며시 두 눈을 감아 널 바라보는 눈빛이 부끄러워 차마 쑥쓰러워 못 보겠다면 날 꽉 안아 나 오늘밤 사랑스런 그대가 더 달콤한 꿈을 꾸게 해줄래 나 오늘밤 사랑스런 그대가 더 달콤한 꿈을 꾸게 해줄래 너와 있으면 총알처럼 빨라 시간은 이 순간은 다시 오지 않아 이 밤은 우린 제법 어울려 실과 바늘 원해 너만을 이 밤을 너와 있으면 총알처럼 빨라 시간은 이 순간은 다시 오지 않아 이 밤은 우린 제법 어울려 실과 바늘 원해 너만을 이 밤을 나 오늘밤 사랑스런 그대가 더 달콤한 꿈을 꾸게 해줄래 나 오늘밤 사랑스런 그대가 더 달콤한 꿈을 꾸게 해줄래 
20100909	2NE1	Go Away	Female	댄스	1	테디	테디	YG엔터테인먼트	나 오늘밤 사랑스런 그대가 더 달콤한 꿈을 꾸게 해줄래 나 오늘밤 사랑스런 그대가 더 달콤한 꿈을 꾸게 해줄래 OK 너를 처음 본 순간부터 내 마음은 떨렸어 차가운 너의 눈빛이 나를 얼렸어 그런 날 감추려 애써 노력했어 왠지 조금 창피하기도 했어 Yo 조금 더 너와 애기하고 싶어 넌 이뻐 이뻐 매력 있어 이대로 널 보내고 후회하기 싫어 오늘밤은 이 밤은 너와 같이 있고 싶어 너를 절대 쉽게 쉽게 보지 않아 이 밤은 더 깊게 깊게 빠지잖아 오늘은 널 절대 절대 놓치고 싶지 않아 참지마 너도 나를 원하잖아 Hold up 너는 지금 너무 생각이 많아 내 애길 들어 이제 눈을 가만히 감아 너에게 너무 많은 것을 원하지 않아 걱정 마 해가 떠도 널 두고 떠나지 않아 나 오늘밤 사랑스런 그대가 더 달콤한 꿈을 꾸게 해줄래 나 오늘밤 사랑스런 그대가 더 달콤한 꿈을 꾸게 해줄래 너와 있으면 총알처럼 빨라 시간은 이 순간은 다시 오지 않아 이 밤은 우린 제법 어울려 실과 바늘 원해 너만을 이 밤을 너와 있으면 총알처럼 빨라 시간은 이 순간은 다시 오지 않아 이 밤은 우린 제법 어울려 실과 바늘 원해 너만을 이 밤을 함께할래 옆에 누가 있다면 몰래 그런 건 상관 안해 I don't care 널 귀찮게 안 할 테니까 걱정 안해도 돼 나 묻지도 따지지도 않아 I don't care 아직 준비가 안됐어 그 말만은 차마 손길을 느끼며 살며시 두 눈을 감아 널 바라보는 눈빛이 부끄러워 차마 쑥쓰러워 못 보겠다면 날 꽉 안아 나 오늘밤 사랑스런 그대가 더 달콤한 꿈을 꾸게 해줄래 나 오늘밤 사랑스런 그대가 더 달콤한 꿈을 꾸게 해줄래 너와 있으면 총알처럼 빨라 시간은 이 순간은 다시 오지 않아 이 밤은 우린 제법 어울려 실과 바늘 원해 너만을 이 밤을 너와 있으면 총알처럼 빨라 시간은 이 순간은 다시 오지 않아 이 밤은 우린 제법 어울려 실과 바늘 원해 너만을 이 밤을너무 치사하잖아 너답지 못하잖아 지금 적응이 안돼 어 어 어지러워 왜 누가 누구랑 헤어져 네가 나랑 헤어져 잘 생각하고 말해 Yeah 날 따라다니던 남자 참 괜찮았던 남자 난 너 하나 때문에 다다다 보냈는데 누가 누구랑 헤어져 네가 나랑 헤어져 나 없이 잘 살아봐 yeah Tonight 하필 또 비는 내려 왜 내 모습 초라해지게 날 위로 하지는 마 이 손 치워 이제 남이니까 내 걱정 말고 Go Away 집착 없이 사라져 줄게 매달릴 줄 알았겠지 역겨워 착각하지마 더 멋진 사람 만날게 널 후회하게 만들어 줄게 슬픔은 지금 뿐야 boy Cause love is over Love love is over tonight Just say what you gotta say 어쩜 끝까지 멋없니 Fiance Beyonce I'm walkin' out of destiny 초라한 홀로가 아닌 화려한 솔로 That's my way 모든걸 다 줬으니 오히려 난 후회 안 해 지가 더 슬픈 척 끝까지 멋있는 척 All you do is act a fool You ain't shit without your crew 시간 없어 I gotta go 안녕 good bye adios 네 못난 얼굴 다신 보고 싶진 않아 no more Tonight 하필 또 비는 내려 왜 내 모습 초라해지게 날 위로 하지는 마 이 손 치워 이제 남이니까 내 걱정 말고 Go Away 집착 없이 사라져 줄게 매달릴 줄 알았겠지 역겨워 착각하지마 더 멋진 사람 만날게 널 후회하게 만들어 줄게 슬픔은 지금 뿐야 boy Cause love is over Love love is over tonight 내 걱정 말고 Go Away 집착 없이 사라져 줄게 매달릴 줄 알았겠지 역겨워 착각하지마 더 멋진 사람 만날게 널 후회하게 만들어 줄게 슬픔은 지금 뿐야 boy Cause love is over Love love is over tonight 나 오늘밤 사랑스런 그대가 더 달콤한 꿈을 꾸게 해줄래 나 오늘밤 사랑스런 그대가 더 달콤한 꿈을 꾸게 해줄래 
20100909	2NE1	Can`t Nobody	Female	댄스	2	테디	테디	YG엔터테인먼트	갈만큼 가겠지 오늘밤도 길겠지 분위기 타겠지 졸졸 따라 올 테지 난 참 바쁜걸 I welcome you to my world 2 N E 1 아름다운 Seoul city 시끄러운 음악소리 까만 눈 갈색머리 따라 하긴 too slow 태도는 확실하게 자신감 하늘 향해 뻔 뻔 당당하게 원한다 해도 Can't touch this 눈빛은 찌릿찌릿 심장을 beat it beat it 콧노래 LADI DADI 춤추는 BODY BODY 흥분은 NO NO 자 HERE WE GO GO 세상을 거꾸로 뒤집어놓을 SHOW Cuz I'm so bad bad but I'm so good good Yeah I'm so bad bad and I'm so hood hood Cuz I'm so bad bad but I'm so good good Yeah I'm so bad bad and I'm so hood hood Can't nobody hold us down 날 멈추려 하지마 모두 미칠 때까지 다 지칠때까지 tonight Can't nobody hold us down Can't nobody can't nobody hold us down 갈 때까지 갈 때까지 갔어 난 Can't nobody can't nobody hold us down Cuz We keep rockin' we rock rockin' yeah 앞이 깜깜해도 달려가 네가 막아도 난 뚫고가 더 FASTER 좀 더 FASTER 눈을 감아봐 높이 날아올라봐 철없어 그게 매력인 걸 겁 없어 내 젊음인 걸 망가짐 따윈 없어 이미 벌써 Game over 정신 없이 미치자 Right now I don't give a 볼륨을 더 키워라 세상을 깨우자 Cuz I'm so bad bad but I'm so good good Yeah I'm so bad bad and I'm so hood hood Cuz I'm so bad bad but I'm so good good Yeah I'm so bad bad and I'm so hood hood Can't nobody hold us down 날 멈추려 하지마 모두 미칠 때까지 다 지칠때까지 tonight Can't nobody hold us down Can't nobody can't nobody hold us down 갈 때까지 갈 때까지 갔어 난 Can't nobody can't nobody hold us down Cuz We keep rockin' we rock rockin' yeah Let's rock Just take it to the top Ain't never gonna stop Now all I wanna do is make you rock Just take it to the top Ain't never gonna stop Now make em say na na na na Let's rock Just take it to the top Ain't never gonna stop Now all I wanna do is make you rock Just take it to the top Ain't never gonna stop Now make em say na na na na na na na na na na na na
20100906	슈프림팀, 영준	왜	MALE	랩/힙합	3	김건우, 사이먼 도미닉, E SENS	김건우	아메바컬쳐, 인넥스트트렌드	왜 헤어지잔 너의 말 나를 찢어버린 그 말 차가워진 네 몸에 내 이름 대신 채워진 말 믿지 못 했어 믿을 수 없어서 My luv don't tell me a lie 내 곁에 있어줘 당연히 난 장난이거나 아님 잠깐 나에게 뭔가 삐친게 있겠지 하고 착각 했어 툴툴 대는 네 말투 줄어든 만남의 횟수 얼어붙은 네 표정 땜에 꺼져가는 내 맘의 횃불 그 어떤 아름다운 말로도 수습하기 힘든 지금 내 남은 믿음까지 시들해질 필요는 없다고 느끼는데 예전 같지 않아 화도 꾹꾹 참으면서 네 자신을 숨기는 게 네가 말해주기 전까진 내가 뭘 잘못했는지 조차 깨닫지 못하는 것 잘 알잖아 죽느니 사느니 했던 이별 앞에서도 우린 수십 번 떨어졌다가도 다시 만났잖아 마지막이라는 말도 이제 마지막이니까 잠시만이라도 나와 줘 너의 집 앞이니까 헤어지더라도 서로 얼굴은 보고 끝내 나에게 아쉬움이라도 남아있다면 좋게 끝내 헤어지잔 너의 말 나를 찢어버린 그 말 차가워진 네 몸에 내 이름 대신 채워진 말 믿지 못 했어 믿을 수 없어서 My luv don't tell me a lie 내 곁에 있어줘 왜라니 내가 네 남자친구잖아 말 한마디로 다 떼 내 버릴 사인 아니잖아 왜라니 이렇게 툭 던져놓으면 안되지 떠나고 싶은 맘 그 맘까진 다 이해할 테니 도망가듯 떠나진 말아 얘기 좀만 더 하자 네가 못된 거야 이건 미안하단 말 그딴 건 기대도 안하니까 일단 와서 얼굴보고 말해 아직 우리 그 정도론 가까워 난 아까워 네가 버리고 싶어 하는 기억들 네 입장에서 난 사라져야 되지 그렇게 미웠고 내가 싫었으면 미리 티라도 내지 내가 심하게 눈치 없던 것도 아닌데 꼭 지금 갑자기 꺼지라는 식으로 전부 다 밀어내야 됐는지 한번만 더 물어볼게 한번만 더 대답해 한번만 다시 생각해 헤어지잔 너의 말 나를 찢어버린 그 말 차가워진 네 몸에 내 이름 대신 채워진 말 믿지 못 했어 믿을 수 없어서 My luv don't tell me a lie 내 곁에 있어줘 내가 먼저 왜냐고 묻고 싶은 맘도 있지만 물어봤자 돌아올 대답도 왜 왜 왜 이렇게 꼭 힘겹게도 끝내야 되냐고 내가 먼저 왜냐고 묻고 싶은 맘도 있지만 물어봤자 돌아올 대답도 다 왜 왜 왜 왜 왜 왜 굳어버린 네 볼에 의미 없는 내 입맞춤 부끄런 내 손으로 헝클어진 널 빗어내도 마지막인데 이게 끝인 건데 My luv don't leave me alone 날 떠나가지마 
20100909	2NE1	박수쳐	Female	댄스	4	Eknock	Eknock	YG엔터테인먼트	왜 헤어지잔 너의 말 나를 찢어버린 그 말 차가워진 네 몸에 내 이름 대신 채워진 말 믿지 못 했어 믿을 수 없어서 My luv don't tell me a lie 내 곁에 있어줘 당연히 난 장난이거나 아님 잠깐 나에게 뭔가 삐친게 있겠지 하고 착각 했어 툴툴 대는 네 말투 줄어든 만남의 횟수 얼어붙은 네 표정 땜에 꺼져가는 내 맘의 횃불 그 어떤 아름다운 말로도 수습하기 힘든 지금 내 남은 믿음까지 시들해질 필요는 없다고 느끼는데 예전 같지 않아 화도 꾹꾹 참으면서 네 자신을 숨기는 게 네가 말해주기 전까진 내가 뭘 잘못했는지 조차 깨닫지 못하는 것 잘 알잖아 죽느니 사느니 했던 이별 앞에서도 우린 수십 번 떨어졌다가도 다시 만났잖아 마지막이라는 말도 이제 마지막이니까 잠시만이라도 나와 줘 너의 집 앞이니까 헤어지더라도 서로 얼굴은 보고 끝내 나에게 아쉬움이라도 남아있다면 좋게 끝내 헤어지잔 너의 말 나를 찢어버린 그 말 차가워진 네 몸에 내 이름 대신 채워진 말 믿지 못 했어 믿을 수 없어서 My luv don't tell me a lie 내 곁에 있어줘 왜라니 내가 네 남자친구잖아 말 한마디로 다 떼 내 버릴 사인 아니잖아 왜라니 이렇게 툭 던져놓으면 안되지 떠나고 싶은 맘 그 맘까진 다 이해할 테니 도망가듯 떠나진 말아 얘기 좀만 더 하자 네가 못된 거야 이건 미안하단 말 그딴 건 기대도 안하니까 일단 와서 얼굴보고 말해 아직 우리 그 정도론 가까워 난 아까워 네가 버리고 싶어 하는 기억들 네 입장에서 난 사라져야 되지 그렇게 미웠고 내가 싫었으면 미리 티라도 내지 내가 심하게 눈치 없던 것도 아닌데 꼭 지금 갑자기 꺼지라는 식으로 전부 다 밀어내야 됐는지 한번만 더 물어볼게 한번만 더 대답해 한번만 다시 생각해 헤어지잔 너의 말 나를 찢어버린 그 말 차가워진 네 몸에 내 이름 대신 채워진 말 믿지 못 했어 믿을 수 없어서 My luv don't tell me a lie 내 곁에 있어줘 내가 먼저 왜냐고 묻고 싶은 맘도 있지만 물어봤자 돌아올 대답도 왜 왜 왜 이렇게 꼭 힘겹게도 끝내야 되냐고 내가 먼저 왜냐고 묻고 싶은 맘도 있지만 물어봤자 돌아올 대답도 다 왜 왜 왜 왜 왜 왜 굳어버린 네 볼에 의미 없는 내 입맞춤 부끄런 내 손으로 헝클어진 널 빗어내도 마지막인데 이게 끝인 건데박수 쳐 박수 쳐 박수 쳐 모두 박수 쳐 박수 쳐 모두 박수 쳐 네가 어디에서 무엇을 하던 걱정 근심 따윈 버리고 다 손뼉 쳐 자 이제 손을 높이 들자 크게 치는 사람 오늘 승자 2NE1 함께 놀자 혼자 있는 사람 모두 빨리 부르자 이 답답한 도시에서 벗어 나자 박자에 맞춰 모두 다 우리는 우리 밖으로 탈출한 사자 I wanna rock your body 오늘 하루는 잠시 미쳐봐 몸이 뜨거워 질 때까지 뛰어봐 우리 만나면 A YO 나에 손 너에 손 부딪쳐 보자 오늘 하루는 잠시 미미 미쳐봐 욕심 따위는 모두 이이 잊어봐 우리 신나면 ayo Walk Like A Champion 모두 준비 됐어 박수 쳐 박수 쳐 모두 손을 올리고 저 하늘에게 말을 걸어 봐 박수 쳐 박수 쳐 이제부터 시작이야 K O R E A 자 힘이 들 땐 모두 산을 타자 30분 뒤에 정상에서 만나 내가 제인 이라면 넌 타잔 가자 저 넓은 우주를 향해 탈출하자 탐험 하자 깊은 바다에서의 뜨거운 마찰 잠깐 이제 우린 모두 하나 One More time Rock Your Body Every Body 오늘 하루는 잠시 미쳐봐 몸이 뜨거워 질 때까지 뛰어봐 우리 만나면 A YO 나에 손 너에 손 부딪쳐 보자 오늘 하루는 잠시 미미 미쳐봐 욕심 따위는 모두 이이 잊어봐 우리 신나면 ayo Walk Like A Champion 모두 준비 됐어 박수 쳐 박수 쳐 모두 손을 올리고 저 하늘에게 말을 걸어 봐 박수 쳐 박수 쳐 이제부터 시작이야 K O R E A 빨게 진 손뼉으로 모두 공격 이 차가운 세상에 너를 보여줘 YO 이 음악으로 지구를 흔들자 좀 더 크게 노랠 부르자 너와 나의 소리가 하나 되고 그 소리가 합쳐 세상을 흔들고 느껴진다면 모두 같이 나와 춤추자 Just You and Me One I Wanna Rock YO Body I Wanna Make Some Noise 걱정 따윈 날려 버려 I Wanna Rock YO Body I Wanna Make Some Noise 무거운 짐 따윈 벗어 던져 박수 쳐 박수 쳐 모두 손을 올리고 저 하늘에게 말을 걸어 봐 박수 쳐 박수 쳐 이제부터 시작이야 K O R E A My luv don't leave me alone 날 떠나가지마 
20100909	2NE1	아파 (Slow)	Female	발라드	6	Eknock, 선우정아	Eknock, 선우정아	YG엔터테인먼트	내가 준 신발을 신고 그녀와 길을 걷고 아무렇지 않게 그녀와 kiss하고 내가 준 향수 뿌리고 그녀를 품에 안고 나와 했던 그 약속 또 다시 하겠죠 우린 이미 늦었나 봐요 우리 사랑 끝난 건가요 아무 말이라도 좀 내게 해줘요 Oh 우리 정말 사랑했잖아 되돌릴 순 없는 건가요 오늘밤 나 많이 아파요 변했니 네 맘 속에 이제 난 더 이상 없는 거니 난 널 널 생각하면 너무 아파 아파 아파 아무것도 아니란 듯 내 눈물 바라보고 태연하게 말을 또 이어가고 아니란 말 못하겠다고 그 어떤 미련도 후회도 전혀 없다고 잔인하게 말했죠 우린 이미 늦은 건가요 우리 사랑 끝난 건가요 거짓말이라도 좀 아니라고 해줘요 이젠 더 잘할 수 있는데 다시 만날 수는 없지만 오늘 밤 나 많이 아파요 변했니 네 맘 속에 이제 난 더 이상 없는 거니 난 널 널 생각하면 너무 아파 아파 아파 더 이상 예전의 네가 아니야 내가 사랑한 너와 지금의 네가 너무도 달라서 그저 멍하니 멀어지는 널 바라보고만 서서 울었어 No way I can't recognize you're not mine anymore 변해야 했니 돌아올 순 없니 꼭 변해야 했니 돌아와줄 순 없니 변해야 했니 돌아올 순 없니 왜 변해야 하니 계속 사랑할 순 없니 끝인 거니 네 맘 속에 이제 난 더 이상 없는 거니 난 널 널 생각하면 너무 아파 아파 아파 아파 아파 아파 아파
20100825	씨스타	가식걸	Female	댄스	7	용감한 형제	용감한 형제	스타쉽 엔터테인먼트	You know It's BRAVESOUND We doin' it again Sistar second single Uh Shady girl 영화를 볼 때 면 난 깜짝 놀래야해 너와 밥 먹을 때 난 항상 남겨야해 슬프지 않아도 눈물을 흘려야해 이런 내 마음을 너는 알고 있는지 물 한잔 마시고 난 취한 척 해야해 아무리 힘들어도 항상 웃어야 해 배가 나와 보일까봐 긴장해야돼 이런 내 마음을 너는 알고 있는지 난 너만 사랑하는 가식걸이야 난 너만 바라보는 가식걸이야 I need you boy 이렇게 너만을 사랑하는데 난 조마 조마 조마해 니가 떠날까봐 난 불안 불안 불안해 시간이 흐를수록 나의 맘이 나의 맘이 너만을 생각하는 가식걸 난 항상 귀찮아도 매일 화장을 하고 다리가 아파도 굽 높은 하이힐 신고 너에게 잘 보이려고 예쁜 옷 입고 이런 내 마음을 니가 알기나해 잘생긴 남잘 봐도 니가 최고라 하고 전화로 수다 떨다 너 땜에 빨리 끊고 혹시나 집에 올까 봐 청소를 하고 이렇게 힘든 내 맘 니가 알기나 해 난 너만 사랑하는 가식걸이야 난 너만 바라보는 가식걸이야 I need you boy 이렇게 너만을 사랑하는데 난 조마 조마 조마해 니가 떠날까봐 난 불안 불안 불안해 시간이 흐를수록 나의 맘이 나의 맘이 너만을 생각하는 가식걸 겉으론 웃지만 속으로는 울고 있는 나 너의 눈길을 한 없이 끝 없이 기다리는 나 화가 나 가식적인 내 모습을 볼때마다 왜 난 니 앞에만 서면 작아지는 걸까 왜일까 I don't know why 난 너만 사랑하는 가식걸이야 난 너만 바라보는 가식걸이야 I need you boy I care about you so much You're so special to me I luv you boy 난 조마 조마 조마해 니가 떠날까봐 난 불안 불안 불안해 시간이 흐를수록 나의 맘이 나의 맘이 너만을 생각하는 가식걸 
20100826	휘성	결혼까지 생각했어	Male	R&B/Soul	8	휘성	김도훈	리얼슬로우컴퍼니	To all My people hellow hellow hellow hellow My name is RealSlow come on and hellow hellow hellow hellow hellow hellow 걱정 말고 날 떠나가 Bye Bye 너 없다고 죽진 않아 Good bye 어서 좀 빨리 가 내가 달려가 널 가로막고 붙잡기 전에 우리 인연 여기까진 거야 분명 우린 운명 아닌 거야 어차피 우리 헤어질 테니 마지막 얘길 들어주겠니 너와 결혼까지 생각했어 같은 집 같은 방에서 같이 자고 깨며 실컷 사랑하려 했어 한 순간 물거품이 된 꿈 슬퍼서 Cry Cry Cry To all My people hellow hellow hellow hellow My name is RealSlow come on and hellow hellow hellow hellow hellow hellow 울컥울컥 차오르는 기억 눈물 없인 잊지 못할 추억 잠도 못 자고 퀭 한 눈으로 많이 울 거야 그리울 거야 너와 결혼까지 생각했어 같은 집 같은 방에서 같이 자고 깨며 실컷 사랑하려 했어 한 순간 물거품이 된 꿈 슬퍼서 Cry Cry Cry 나는 날 잘 알아 아마 난 못 참아 널 다시 찾아갈 거야 그땐 날 만나주지마 너와 결혼까지 생각했어 같은 집 같은 방에서 같이 자고 깨며 실컷 사랑하려 했어 한 순간 물거품이 된 꿈 슬퍼서 Cry Cry Cry To all My people hellow hellow hellow hellow My name is RealSlow come on and hellow hellow 이젠 정말 안녕 끝으로 꼭 듣고 싶던 사랑해 나 매일 듣던 말 못 듣고 Bye Bye Bye
20100915	임정희	헤어지러 가는 길 (Feat. 조권)	Female	발라드	9	방시혁	방시혁	피앤비엔터테인먼트	헤어지러 가는 길 널 버리려 하는 일 니 가슴 아픈 만큼 내 가슴도 아플 걸 알지만 이게 나아서 하는 일 내 마음이 맨날 내 생각만 하던 마음이 첨으로 너를 위해서 하는 일을 그런 일을 하러 가는 길 널 만나러 가는 길 너무나 행복한 일 그 동안 못해줬던 소중한 말 한마디 사랑해 그 말을 하러 가는 길 내 마음이 맨날 내 생각만 하던 마음이 첨으로 너를 위해서 하는 일을 그런 일을 하러 가는 길 너무 늦은 걸 알아 그래 늦은 걸 알아 이미 내 맘은 니 곁을 떠났는 걸 내 사랑은 넘치는 걸 이제야 말하지만 내 진심이니까 꼭 받아주길 바래 헤어지러 가는 길 널 만나러 가는 길 내가 위하는 만큼 너도 날 위하는 걸 알기에 지금 가고 있어
20100910	미스에스	이 나이 먹고 뭐했길래 (Feat. 정슬기)	Female	발라드	11	라이머	라이머	브랜뉴뮤직	다시 처음으로 돌아갈 수 있다면 아마 너를 사랑하는 일은 안했을텐데 그 날밤 그 카페만 안갔다면 우린 서로 마주칠 일도 없었을텐데 날 보며 미소짓는 널 보지 못했다면 내 맘이 흔들리지 않았을텐데 전화번호만 주지 않았다면 그래 그랬다면 그 날 밤이 끝이였을텐데 그땐 왜 그랬을까 전환 왜 받았을까 어설펐던 니 고백에 왜 난 설레였을까 그땐 왜 그랬을까 왜 또 기대했을까 나를 잡던 거친 니 손이 왜 따스했을까 모든걸 처음으로 되돌리고 싶어 그럴 수 없는 초라한 내 꼴이 슬퍼 사랑하지 말걸 사랑하지 말걸 또 한번 사랑 땜에 너무 아파 이 나이 먹고 뭐 했길래 이 나이 먹고 뭐 했길래 사랑도 해봤으면서 아팠으면서 변한게 없어 난 이 나이 먹고 뭐했길래 얼마나 눈물 흘리면 괜찮길래 아직도 왜 잊지를 못하니 이 나이 먹고 뭐했길래 다시 그때로 돌아 갈 수 있다면 아마 우리가 이별하는 일은 없을텐데 그날 밤 그냥 잠이 들었다면 우리가 그렇게 서로 다투지도 않았을텐데 술김에 전화하지 않았다면 차가워진 니 말투도 참고 다 넘겼을텐데 내일 다시 통화하잔 말만 들었어도 그래 그랬어도 헤어지진 않았을텐데 그땐 왜 그랬을까 왜 그리 불안했을까 조금 뜸해진 니 연락에 왜 화를 냈을까 그땐 왜 그랬을까 이별은 왜 뱉었을까 왜 난 사랑해란 한마디가 그리웠을까 모든걸 처음으로 되돌리고 싶어 그럴수 없는 초라한 내 꼴이 슬퍼 이별하지 말걸 이별하지 말걸 또 한번 이별땜에 너무 아파 이 나이 먹고 뭐 했길래 이 나이 먹고 뭐 했길래 사랑도 해봤으면서 아팠으면서 변한게 없어 난 이 나이 먹고 뭐했길래 얼마나 눈물 흘리면 괜찮길래 아직도 왜 잊지를 못하니 이 나이 먹고 뭐했길래 괜히 사랑해서 이별하고 이별해서 아프고 너무 아파 후회하고 눈물 흘리고 아직도 이 나이 먹고 이것 밖엔 안돼 그렇게 겪어봤으면서 맘처럼 잘 안돼 돌아서 후회하고 눈물흘리고 붙잡고 애원하고 소리쳐봐도 끝인걸 왜 몰라 남자를 왜 몰라 그렇게 겪어봤으면서 왜 아직도 몰라 사랑만 믿고 살자길래 꼭 나만 사랑 한다길래 사랑도 해봤었지만 아팠었지만 그대를 믿었어 도대체 너는 어딨길래 얼마나 눈물 흘리면 돌아올래 바보야 왜 사랑을 모르니 그 나이 먹고 뭐했길래 
20100916	이승기	지금부터 사랑해 (내 여자친구는 구미호 삽입곡)	Male	발라드	12	양파	김도훈	후크엔터테인먼트	사랑해 가슴속에 차오르는 말 사랑해 천번을 더 하고 싶은 말 여태 해준 적 없어서 더 많이 주고픈 오직 너에게만 해주고 싶은 말 사랑을 몰랐어 그때는 누군가를 곁에 둔다는 일이 낯설고도 두려운 나였지 이제야 알았어 너란 사랑을 아니라고 자꾸 밀어내는 날 믿어줬던 고마운 너였지 지금 와서 보니 추억도 많더라 그게 사랑인줄 정말 몰랐어 사랑해 가슴속에 차오르는 말 사랑해 천번을 더 하고 싶은 말 여태 해준 적 없어서 더 많이 주고픈 오직 너에게만 해주고 싶은 말 이제는 지킬게 우리 사랑을 서툴어도 바보 같아 보여도 너밖에 모르는 남자니까 부족한 사랑에 많이 힘들었지 조금 늦었지만 기회 주겠니 사랑해 가슴속에 차오르는 말 사랑해 천번을 더 하고 싶은 말 여태 해준 적 없어서 더 많이 주고픈 오직 너에게만 해주고 싶은 말 지친 하루하루 버거웠던 나 너란 사람 만나 참 다행이야 가슴 뛰는 한마디 사랑해 가슴속에 차오르는 말 사랑해 천번을 더 하고 싶은 말 여태 해준 적 없어서 더 많이 주고픈 오직 너에게만 해주고 싶은 말
